,,Sam,But\..\..\.. I forgot how awful the selection is.,But\..\..\.. I forgot how awful the selection is.,test,그런데\..\..\.. 물건 구성이 얼마나 형편없는지 깜빡했어요.,Mas\..\..\.. Tinha esquecido que a seleção de produtos era tão ruim.,Pero\..\..\.. siempre se me olvida la poca variedad que hay.,"Aber \..\..\.. ich hatte ganz vergessen, wie mies die Auswahl hier ist.",J'avais oublié à quel point le choix était minable.,"Правда\..\..\.. Я совсем забыла, насколько скудный тут выбор.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,"I really didn't want to go to the Mall, but I guess I'll have to\..\..\..","I really didn't want to go to the Mall, but I guess I'll have to\..\..\..",test,"정말 쇼핑몰에 가고 싶지 않았는데, 아무래도 가야겠어요\..\..\..","Não tava nem um pouco a fim de ir pro shopping, mas acho que vai ser o jeito\..\..\..","No quiero tener que ir al centro comercial, pero supongo que no me queda más remedio\..\..\..","Ich will echt nicht ins Einkaufszentrum, aber mir bleibt wohl nichts anderes übrig \..\..\..","Je n'avais vraiment pas envie d'aller au centre commercial, mais je ne vais pas avoir le choix\..\..\..","Как я не хочу отправляться в торговый центр, но, по-видимому, придётся\..\..\..",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,I swear it only gets any business because we have no other choice.,I swear it only gets any business because we have no other choice.,test,다른 선택지가 없어서 장사가 되는 게 분명해요.,Juro que ele só recebe gente porque é nossa única opção.,"En serio, la gente solo va allí porque no tiene otra alternativa.","Ich schwöre, die Leute kaufen da nur ein, weil wir keine andere Wahl haben.",C'est la seule raison pour laquelle ils ont des clients.,"Я тебе говорю, там люди вообще бывают только потому, что другого выбора нет.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,"Well, hello again!","Well, hello again!",test,"어, 또 만났네요!","Opa, oi de novo!","Anda, ¡hola otra vez!","Ach, so sieht man sich wieder!","Oh, bonjour !","А, снова ты!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,"What, surprised to see me out in the daylight?","What, surprised to see me out in the daylight?",test,"뭐예요, 제가 대낮에 돌아다니는 걸 보니 놀라셨어요?","O que foi, não me esperava me ver por aí debaixo do sol?",¿Qué? ¿Te sorprende verme a la luz del día?,"Was denn, geschockt, mich bei Tageslicht draußen zu sehen?","Quoi, tu ne t'attendais pas à me voir dehors à cette heure-ci ?","Что, непривычно видеть меня средь бела дня?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,Even I need some vitamin D sometimes!,Even I need some vitamin D sometimes!,test,저도 가끔은 비타민 D가 필요하거든요!,Até eu preciso de um pouco de vitamina D de vez em quando!,¡Hasta yo necesito vitamina D de vez en cuando!,Selbst ich muss manchmal etwas Vitamin D tanken!,"Même moi, j'ai parfois besoin de vitamine D !",Даже мне иногда нужно принимать солнечные ванны.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,"Though, come to think of it, I do feel like I'm getting a sunburn...","Though, come to think of it, I do feel like I'm getting a sunburn...",test,"그런데 생각해 보니, 햇볕에 타고 있는 것 같기도 하네요...","Se bem que, na verdade, acho que já tô ficando queimada...","Aunque, ahora que lo pienso, creo que me estoy quemando un poco...","Obwohl, so langsam krieg ich einen Sonnenbrand …","Mais là, je crois que je vais finir par attraper un coup de soleil...","Хотя, если честно, я такими темпами скоро ожоги получу.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,"\..\..\..You wouldn't happen to have some \c[6]Bitter Gel\c[0] I could borrow, would you?","\..\..\..You wouldn't happen to have some \c[6]Bitter Gel\c[0] I could borrow, would you?",test,\..\..\..혹시 \c[6]비터 젤\c[0] 좀 빌릴 수 있을까요?,"\..\..\.. Você não teria um \c[6]gel amargo\c[0] pra me emprestar, né?","\..\..\.. Por casualidad no tendrás un poco de \c[6]gel amargo\c[0], ¿verdad?","\..\..\.. Du hast nicht zufällig etwas \c[6]Bittergel\c[0] dabei, das ich mir ausleihen könnte, oder?","\..\..\.. Tu n'aurais pas un peu de \c[6]gelée amère\c[0], par hasard ?","\..\..\.. Слушай, у тебя случайно не найдётся немного \c[6]Фитогеля\c[0]?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,It makes a great sunscreen!,It makes a great sunscreen!,test,"이거, 자외선 차단제로 아주 좋아요!",Ele é um ótimo protetor solar!,¡Se puede usar como crema solar y va muy bien!,Das funktioniert nämlich prima als Sonnencreme!,On peut s'en servir comme crème solaire !,Он отлично защищает от солнечных лучей!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"I do, take some!","I do, take some!",test,"응, 있어. 좀 가져가!","Tenho sim, pode usar!","Sí que tengo, ¡toma!","Ich habe welches, hier!","Oui, tiens !","Да, вот, возьми!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,I don't have any...,I don't have any...,test,나한테는 없어...,Não tenho...,No tengo...,Ich habe keins …,"Non, je n'en ai pas...","Прости, у меня его нет...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gave Sam \c[6]Bitter Gel\c[0].\.,Gave Sam \c[6]Bitter Gel\c[0].\.,test,샘에게 \c[6]비터 젤\c[0]을 주었다.\.,Deu \c[6]gel amargo\c[0] para a Sam.\.,Le has dado \c[6]gel amargo\c[0] a Sam.\.,Du hast Sam \c[6]Bittergel\c[0] gegeben.\.,Vous donnez à Sam de la \c[6]gelée amère\c[0].\.,Вы даёте Сэм \c[6]Фитогель\c[0].\.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,"Amazing, thanks!","Amazing, thanks!",test,"와, 정말 고마워요!","Massa, valeu!","¡Genial, gracias!","Super, danke!","Merci, tu gères !","Вау, спасибо!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,"Here, I'll give you something as well.","Here, I'll give you something as well.",test,"자, 저도 뭔가 드릴게요.","Aqui, também vou te dar uma coisa.","Toma, acepta esto a cambio.","Hier, ich geb dir auch was.","Moi, je peux te donner ça.","Вот, я тебе тоже кое-что дам.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Found \c[24]Cryptic Note\c[0].,Found \c[24]Cryptic Note\c[0].,test,\c[24]수수께끼의 쪽지\c[0]를 발견했다.,Encontrou \c[24]nota misteriosa\c[0].,Has obtenido: \c[24]nota críptica\c[0].,\c[24]Kryptische Notiz\c[0] gefunden,Vous obtenez un \c[24]message codé\c[0].,Найдена \c[24]Загадочная записка\c[0].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,The note was added to your \c[6]Journal\c[0].,The note was added to your \c[6]Journal\c[0].,test,쪽지가 네 \c[6]일지\c[0]에 추가되었다.,A nota foi adicionada ao seu \c[6]diário\c[0].,La nota se ha añadido a tu \c[6]diario\c[0].,Die Notiz wurde deinem \c[6]Tagebuch\c[0] hinzugefügt.,Vous ajoutez le message à votre \c[6]carnet\c[0].,Записка добавлена в ваш \c[6]Журнал\c[0].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,I found that old note in the food court at the mall.,I found that old note in the food court at the mall.,test,쇼핑몰 푸드 코트에서 그 낡은 쪽지를 찾았어요.,Achei essa anotação antiga na praça de alimentação do shopping.,Encontré esa nota vieja en la zona de restaurantes del centro comercial.,Die alte Notiz hab ich auf der Futtermeile im Einkaufszentrum gefunden.,J'ai trouvé ce message près des restaurants au centre commercial.,Я нашла эту старую записку в фудкорте торгового центра.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,"I have no idea where it's from or what it means, but it seems important somehow\..\..\..","I have no idea where it's from or what it means, but it seems important somehow\..\..\..",test,"어디서 온 건지도 무슨 뜻인지도 전혀 모르겠지만, 어쩐지 중요한 것 같아요\..\..\..","Não faço ideia de onde veio ou do que significa, mas parece importante de alguma maneira\..\..\..","No tengo ni idea de dónde ha salido ni qué significa, pero parece importante\..\..\..","Keine Ahnung, woher sie stammt oder was sie bedeutet, aber irgendwie kommt sie mir wichtig vor \..\..\..","Je ne sais pas d'où il vient ou ce qu'il signifie, mais il a l'air important\..\..\..","Понятия не имею, откуда она и что в ней написано, но почему-то она кажется важной\..\..\..",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,Maybe you can figure it out?,Maybe you can figure it out?,test,어쩌면 알아낼 수 있지 않을까요?,Quem sabe você não desvenda?,¿Quizá tú logres averiguar algo?,Vielleicht kannst du ja was damit anfangen?,Peut-être que tu sauras élucider ce mystère ?,"Может быть, тебе удастся её разгадать.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,"Oh well, it was worth a shot!","Oh well, it was worth a shot!",test,"뭐, 그래도 한번 해볼 만했어요!","Bom, valeu a pena tentar!","Oh, bueno, ¡merecía la pena preguntar igualmente!","Na ja, den Versuch war’s wert.","En tout cas, ça vaut le coup d'essayer !","Ну что ж, попытка не пытка!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,Do you ever get lost in the hum of the street lamps?,Do you ever get lost in the hum of the street lamps?,test,가로등의 웅웅거리는 소리 속에서 길을 잃어본 적 있어요?,Você já se perdeu no zumbido dos postes de luz?,"El zumbido de las farolas... ¿No te pierdes en él, a veces?",Verlierst du dich auch manchmal im Summen der Straßenlaternen?,Tu t'es déjà laisser absorber par le murmure des réverbères ?,Ты когда-нибудь терялась в гуле уличных фонарей?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,...Like a U.F.O. abduction...,...Like a U.F.O. abduction...,test,...U.F.O.에 납치되는 것처럼...,... Como se alienígenas estivessem te abduzindo...,Es como... una abducción.,… Wie eine Ufo-Entführung …,... On a presque l'impression qu'un OVNI va nous kidnapper...,"... Ну, там, НЛО, похищения всякие...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,"Hey, keep quiet...","Hey, keep quiet...",test,"쉿, 조용히 해요...","Ei, espera aí...","Ey, shhh...","Hey, sei leise …",Chut...,А ну тише...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,I think I heard something strange coming from the park\..\..\..,I think I heard something strange coming from the park\..\..\..,test,공원 쪽에서 이상한 소리가 들린 것 같아요\..\..\..,Acho que ouvi alguma coisa estranha vindo do parque\..\..\..,Creo que he oído un ruido extraño que provenía del parque\..\..\..,"Ich glaub, ich hab was Seltsames aus dem Park gehört \..\..\..",Je crois que j'entends quelque chose dans le parc\..\..\..,"Кажется, из парка доносятся какие-то странные звуки\..\..\..",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,\..\..\..Wait\..\..\..,\..\..\..Wait\..\..\..,,\..\..\..잠깐\..\..\..,\..\..\.. Espera\..\..\..,\..\..\.. Un momento\..\..\..,\..\..\.. Warte \..\..\..,\..\..\..Attends\..\..\..,\..\..\.. Погоди\..\..\..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,...What's that?!,...What's that?!,test,...저게 뭐예요?!,... O que é isso?!,¡¿Qué es eso?!,… Was ist das?!,"C'est quoi, ça ?!",... А это что такое?!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,Oh my! Thank you so much!,Oh my! Thank you so much!,test,세상에! 정말 고마워요!,Minha nossa! Muito obrigada!,"Ay, ¡muchísimas gracias!",Du liebe Güte! Vielen Dank!,Oh ! Merci !,Да ну! Спасибо огромное!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,You may have just saved my life...,You may have just saved my life...,test,방금 제 목숨을 구해 주셨을지도 몰라요...,Você meio que acabou de salvar minha vida...,Puede que acabes de salvarme la vida...,Du hast mir vielleicht das Leben gerettet …,Tu m'as sauvé la vie...,Ты только что спасла мне жизнь...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,"Here, I have to repay you somehow. ","Here, I have to repay you somehow. ",test,"자, 어떻게든 보답해야겠어요.","Aqui, tenho que retribuir de algum jeito. ",Acepta esto. Tengo que compensarte de algún modo. ,"Hier, ich muss mich irgendwie revanchieren. ",Ça mérite bien une récompense. ,"Вот, я должна тебе за это как-то отплатить. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,"It's not much, but maybe it can help you.","It's not much, but maybe it can help you.",test,"별건 아니지만, 어쩌면 도움이 될 거예요.","Não é muita coisa, mas talvez possa ajudar.","Sé que no es mucho, pero quizás te resulte útil.","Ist nicht viel, aber vielleicht hilft’s dir ja.","Tiens, ce n'est pas grand-chose, mais ça pourra sûrement t'être utile.","Ничего особенного, но, надеюсь, тебе пригодится.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,It seems like there are always weird sounds coming from the park.,It seems like there are always weird sounds coming from the park.,test,공원에서 늘 이상한 소리가 들려오는 것 같아요.,Parece que sempre tem uns sons esquisitos vindo do parque.,Parece que siempre se oyen cosas raras que vienen del parque.,Anscheinend kommen ständig komische Geräusche aus dem Park.,Il y a toujours des bruits étranges dans le parc.,Из этого парка постоянно доносятся какие-то непонятные звуки.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,I think the fog keeps things hidden that people shouldn't see...,I think the fog keeps things hidden that people shouldn't see...,test,안개가 사람들이 봐서는 안 될 것들을 숨기고 있는 것 같아요...,Acho que o nevoeiro esconde coisas que não devem ser vistas...,Diría que la niebla oculta cosas que la gente no debería ver...,"Ich glaub, der Nebel hält Dinge verborgen, die die Leute nicht sehen sollten …",Je crois que le brouillard cache les choses que les gens ne devraient pas voir...,"Мне кажется, туман скрывает то, что никому не следует видеть...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,"Most folks go to the church on Sundays, but not me...","Most folks go to the church on Sundays, but not me...",test,"대부분의 사람들은 일요일마다 교회에 가지만, 저는 안 가요...","A maioria das pessoas vai à igreja aos domingos, mas eu, não...","La mayoría de la gente va a la iglesia los domingos, pero yo no...","Die meisten Leute gehen sonntags in die Kirche, aber ich nicht …","Beaucoup de gens se rendent à l'église le dimanche, mais pas moi...","Многие жители по воскресеньям ходят в церковь, но не я...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,That place gives me the creeps.,That place gives me the creeps.,test,그곳은 소름 끼쳐요.,Aquele lugar me dá arrepios.,Ese sitio me pone los pelos de punta.,Ist mir zu gruselig da.,Cet endroit me donne la chair de poule.,У меня от этой церкви мурашки.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,"I mean, I'm grateful for all that the Old Gods have done for Elderfield, but sometimes I feel like they're a bit\..\..\.. ","I mean, I'm grateful for all that the Old Gods have done for Elderfield, but sometimes I feel like they're a bit\..\..\.. ",test,"그러니까, 고대 신들이 엘더필드를 위해 해준 모든 일에 감사하긴 하지만, 가끔은 좀\..\..\..","Digo, eu sou grata por tudo que os Deuses Ancestrais fizeram por Elderfield, mas às vezes sinto que eles\..\..\.. ","A ver, agradezco a los Dioses Antiguos todo lo que han hecho por Elderfield, pero a veces me da la sensación de que\..\..\.. ","Ich bin natürlich dankbar für alles, was die alten Götter für Elderfield getan haben, aber manchmal find ich sie etwas \..\..\.. ","Bien sûr, je suis reconnaissante de tout ce que les anciens dieux ont fait pour Elderfield, mais parfois\..\..\.. ","Нет, я, конечно, благодарна Древним Богам за всё, что они сделали для Элдерфилда, но иногда мне кажется, что они, как бы это сказать\..\..\.. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,"\..\..\..""Too"" involved...","\..\..\..""Too"" involved...",test,"\..\..\..""너무"" 깊이 관여하는 것 같아요...","\..\..\.. se envolvem um pouco ""demais""...",\..\..\.. se involucran «demasiado»...,\..\..\.. „zu“ involviert.,J'ai l'impression qu'ils sont\..\..\.. trop impliqués...,\..\..\.. Уделяют нам «слишком» много внимания...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jeannie,"Oh, hi.","Oh, hi.",test,"아, 안녕.","Ah, oi.","Oh, hola.","Oh, hi.","Oh, bonjour.","О, привет!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,My name's Sam.,My name's Sam.,test,제 이름은 샘이에요.,Meu nome é Sam.,Me llamo Sam.,Ich bin Sam.,"Moi, c'est Sam.",Я Сэм.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,"I think we may have gone to school together, but I can't remember...","I think we may have gone to school together, but I can't remember...",test,"우리 같이 학교에 다녔던 것 같은데, 기억이 안 나요...","Acho que a gente pode ter sido colega de classe, mas não lembro...","Puede que tú y yo estuviéramos en la misma clase en el instituto, pero no me acuerdo...","Ich glaub, wir könnten zusammen zur Schule gegangen sein, aber ich kann mich nicht erinnern …","On était peut-être dans la même classe, mais je ne m'en souviens pas...","Мне кажется, мы с тобой вместе ходили в школу, точно не помню...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,I have a tendency to get sort of... lost.,I have a tendency to get sort of... lost.,test,저는 가끔 좀... 헤매는 편이에요.,Eu tenho essa tendência de me... perder.,Tengo cierta tendencia a... perderme.,"Ich neige dazu, mich irgendwie … zu verlieren.",J'ai souvent... la tête dans les nuages.,Я иногда немного... теряюсь.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,Do you ever feel that way?,Do you ever feel that way?,test,그런 기분을 느껴본 적 있어요?,Você já se sentiu assim?,¿Te pasa a ti también?,Geht‘s dir auch manchmal so?,"Ça t'arrive, à toi aussi ?",У тебя когда-нибудь такое бывает?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,Yes,test,예,Sim.,Sí,Ja,Oui.,Да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,No,No,test,아니요,Não.,No,Nein,Non.,Нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,"Oh, that's good to hear.","Oh, that's good to hear.",test,"아, 그 말을 들으니 다행이네요.","Ah, que bom saber.","Oh, me alegra oírlo.","Oh, das ist gut.","Oh, ça me rassure.","Фхух, хорошо.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,I'm glad I'm not alone.,I'm glad I'm not alone.,test,혼자가 아니라서 다행이에요.,Ainda bem que não tô sozinha.,Es un alivio saber que no me pasa solo a mí.,"Ich bin froh, dass ich nicht alleine bin.",J'avais peur d'être la seule.,"Рада, что я не одна такая.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,"Here. When I get lost, this helps me snap back to my senses.","Here. When I get lost, this helps me snap back to my senses.",test,여기요. 길을 잃었을 때 이게 정신을 차리는 데 도움이 돼요.,"Aqui. Quando eu me perco, isso ajuda a me recobrar.","Toma. Cuando me pierdo, esto me ayuda a «volver a la realidad», por decirlo así.","Hier. Wenn ich mich mal verliere, hilft mir das, wieder zur Besinnung zu kommen.","Tiens. Quand je me perds dans mes pensées, ça m'aide à retrouver mes esprits.","Вот. Это помогает мне прийти в себя, когда я теряюсь.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Found \c[12]Seeker's Orb,Found \c[12]Seeker's Orb,test,\c[12]탐색자의 구슬 발견,Encontrou \c[12]orbe da busca.,Has obtenido: \c[12]orbe de rastreador.,\c[12]Suchkugel gefunden,Vous obtenez l'\c[12]orbe du chercheur.,Найдена \c[12]Сфера искателя,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,That's good. The world wouldn't work if we were all so scattered.,That's good. The world wouldn't work if we were all so scattered.,test,잘됐네요. 모두가 그렇게 정신이 산만하면 세상이 제대로 돌아가지 않을 테니까요.,Que bom. O mundo não funcionaria direito se todo mundo ficasse tão disperso.,Pues mejor. El mundo no funcionaría si todos estuviéramos tan dispersos.,"Das ist gut. Die Welt würde wohl kaum funktionieren, wenn wir alle so zerstreut wären.",Tant mieux. On ne s'en sortirait pas si on était tous complètement paumés.,"Это хорошо. Мир нормально бы не работал, если бы между нами не было ничего общего.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,"If I feel myself wandering aimlessly, I'll look to people like you to find my way back.","If I feel myself wandering aimlessly, I'll look to people like you to find my way back.",test,"제가 목적 없이 헤매고 있다는 생각이 들면, 당신 같은 사람에게 의지해서 다시 길을 찾을게요.","Se eu sentir que tô vagando sem rumo, vou ficar de olho em pessoas como você pra achar meu caminho de volta.","Cuando siento que ando sin rumbo, me fijo en gente como tú para encontrar el camino de vuelta.","Wenn ich merke, dass ich ziellos umherlaufe, werde ich mich an Leute wie dich halten, um meinen Weg zurück zu finden.","Si je me rends compte que je perds le fil, je chercherais l'aide de personnes comme toi pour me remettre les pieds sur terre.","Когда я чувствую, что блуждаю без цели, то обычно обращаюсь к людям вроде тебя, чтобы найти путь обратно.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam,"Here, this should help if you need to get lost for a change.","Here, this should help if you need to get lost for a change.",test,여기요. 가끔은 길을 잃어보고 싶을 때 도움이 될 거예요.,"Aqui, isso vai ajudar caso você precise se perder um pouco.","Toma, esto te ayudará si alguna vez te pierdes.","Hier, das sollte dir helfen, wenn du dich mal verirrst.","Tiens, ça devrait t'aider si tu as envie de te perdre toi aussi.","Вот, возьми. Это поможет, если вдруг захочется немного «потеряться».",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Found \c[12]Wanderer's Orb,Found \c[12]Wanderer's Orb,test,발견 \c[12]방랑자의 구슬,Encontrou \c[12]orbe da divagação.,Has obtenido: \c[12]orbe de errante.,\c[12]Wanderkugel gefunden,Vous obtenez l'\c[12]orbe du baroudeur.,Найдена \c[12]Сфера скитальца,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Celeste,I'll see you around.,I'll see you around.,test,또 봐요.,A gente se vê.,Ya nos veremos.,Wir sehen uns.,À la prochaine.,До встречи.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,This statue always gave me the creeps...,This statue always gave me the creeps...,test,이 조각상은 볼 때마다 소름이 끼쳐...,Essa estátua sempre me dá arrepios...,Esta estatua siempre me ha dado mal rollo...,Bei dieser Statue bekomme ich immer eine Gänsehaut …,Cette statue m'a toujours donné la chair de poule...,У меня от этой статуи всегда мурашки...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,A pile of garbage. I should really clean the yard...,A pile of garbage. I should really clean the yard...,test,쓰레기 더미다. 마당을 정말 청소해야겠어...,Uma pilha de lixo. Eu devia limpar a varanda um dia desses...,Un montón de basura. Tendría que limpiar el patio algún día...,Ein Haufen Müll. Ich sollte dringend mal den Garten aufräumen.,Une pile de détritus. Il faut vraiment que je nettoie la cour...,Сколько же мусора. Мне не помешало бы прибраться в саду...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,You've already searched this.,You've already searched this.,test,이미 살펴본 곳이다.,Você já examinou esta área.,Ya has buscado aquí.,Hier hast du schon gesucht.,Vous avez déjà fouillé ça.,Вы тут уже искали.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
